repo,pr_number,user,created_at,merged_at,closed_at,num_reviews,reviewers,reviewer_response_times,response_time_hours,review_time_hours,lines_of_code,changed_files,url
ansible/ansible,84091,mkrizek,2024-10-09T12:47:18Z,2024-10-17T06:33:39Z,2024-10-17T06:33:39Z,2,"sivel, sivel","147.78, 22.23",147.77666666666667,185.7725,8,1,https://api.github.com/repos/ansible/ansible/pulls/84091
ansible/ansible,84088,Akasurde,2024-10-09T00:09:10Z,2024-10-18T21:11:34Z,2024-10-18T21:11:34Z,9,"webknjaz, webknjaz, webknjaz, webknjaz, webknjaz, webknjaz, mattclay, mattclay, mattclay","61.73, 75.76, 0.02, 0.03, 0.00, 0.13, 95.23, 2.21, 1.35",61.729166666666664,237.04,143,6,https://api.github.com/repos/ansible/ansible/pulls/84088
ansible/ansible,84085,Akasurde,2024-10-08T20:52:25Z,2024-10-15T14:59:01Z,2024-10-15T14:59:01Z,1,s-hertel,2.92,2.9244444444444446,162.11,8,1,https://api.github.com/repos/ansible/ansible/pulls/84085
ansible/ansible,84084,mattclay,2024-10-08T20:13:57Z,2024-10-08T20:29:37Z,2024-10-08T20:29:37Z,1,webknjaz,0.28,0.2811111111111111,0.2611111111111111,333,26,https://api.github.com/repos/ansible/ansible/pulls/84084
ansible/ansible,84078,Akasurde,2024-10-08T17:04:11Z,2024-10-08T19:09:07Z,2024-10-08T19:09:07Z,1,bcoca,2.06,2.062222222222222,2.082222222222222,22,1,https://api.github.com/repos/ansible/ansible/pulls/84078
ansible/ansible,84077,Akasurde,2024-10-08T14:58:50Z,,2025-01-24T16:15:53Z,2,"webknjaz, webknjaz","46.31, 0.04",46.312777777777775,2593.284166666667,36,6,https://api.github.com/repos/ansible/ansible/pulls/84077
ansible/ansible,84076,Tinyblargon,2024-10-08T14:53:31Z,2024-10-08T15:35:35Z,2024-10-08T15:35:35Z,1,mkrizek,0.69,0.6933333333333334,0.7011111111111111,12,1,https://api.github.com/repos/ansible/ansible/pulls/84076
ansible/ansible,84053,Akasurde,2024-10-04T18:16:36Z,,2025-02-04T23:53:35Z,4,"mattclay, bcoca, bcoca, mattclay","6.68, 163.12, 0.02, 2327.93",6.6775,2957.616388888889,515,13,https://api.github.com/repos/ansible/ansible/pulls/84053
ansible/ansible,84049,s-hertel,2024-10-03T21:21:30Z,2024-10-30T14:35:23Z,2024-10-30T14:35:23Z,2,"bcoca, mkrizek","525.59, 87.92",525.5916666666667,641.2313888888889,52,4,https://api.github.com/repos/ansible/ansible/pulls/84049
ansible/ansible,84043,Akasurde,2024-10-02T22:46:19Z,2024-10-03T13:53:09Z,2024-10-03T13:53:09Z,2,"s-hertel, bcoca","14.41, 0.48",14.414444444444445,15.113888888888889,220,2,https://api.github.com/repos/ansible/ansible/pulls/84043
ansible/ansible,84041,Akasurde,2024-10-02T14:32:53Z,2024-10-02T22:49:35Z,2024-10-02T22:49:35Z,4,"bcoca, bcoca, bcoca, bcoca","0.13, 1.25, 1.41, 2.59",0.12555555555555556,8.278333333333334,186,19,https://api.github.com/repos/ansible/ansible/pulls/84041
ansible/ansible,84038,anadevti,2024-10-01T23:09:10Z,,2024-10-04T21:03:01Z,1,webknjaz,66.84,66.84166666666667,69.8975,32,1,https://api.github.com/repos/ansible/ansible/pulls/84038
